Name,id,Product,Weight(kg),Arrival,BestBefore,Maximum
aamina,-3709490872329022915,Tomato Big,45.0,2021-02-22,2021-02-28,50.0
rampayari,2968148604061203207,Tomato Big,45.0,2021-02-22,2021-02-28,50.0
shefali,-2298907791602927432,Tomato Small,12.5,2021-02-22,2021-02-28,15.0
mercy,-5690939918981728182,Tomato Small,17.5,2021-02-22,2021-02-28,20.0
rahu,2957258461367610484,Tomato Small,17.5,2021-02-22,2021-02-28,20.0
jagdiesh,4105505874232099421,Tomato Small,17.5,2021-02-22,2021-02-28,20.0
mehtab,-7306772913005020966,Potato Red,27.0,2021-02-22,2021-02-28,28.0
mehnaz,-6840582954423772625,Potato Red,25.0,2021-02-22,2021-02-28,26.0
patik,2723030288162985091,Carrot,45.0,2021-02-22,2021-02-28,50.0
sawan,-6149529968967915582,Carrot,35.0,2021-02-22,2021-02-28,40.0
preetam,-2213805873980470021,Raddish Red,75.0,2021-02-22,2021-02-28,80.0
guldasta,-7906434419713185929,Brinjal Long,45.0,2021-02-22,2021-02-28,50.0
rajbir,-5254222139817084366,Okara,105.0,2021-02-22,2021-02-28,110.0
monish,-2881186788928815126,Brocauli,55.0,2021-02-22,2021-02-28,60.0
sanjeev,2699564478308651307,Apple,190.0,2021-02-22,2021-02-28,200.0
guldasta,-7906434419713185929,Apple,265.0,2021-02-22,2021-02-28,280.0
pinky,-788253433629545359,Banana,105.0,2021-02-22,2021-02-28,110.0
preetam,-2213805873980470021,Lime,140.0,2021-02-22,2021-02-28,150.0
mercy,-5690939918981728182,Grapes,110.0,2021-02-22,2021-02-28,120.0
rampayari,2968148604061203207,Grapes,210.0,2021-02-22,2021-02-28,220.0
pushpa,6250299447907893656,Jack Fruit,85.0,2021-02-22,2021-02-28,90.0
rahu,2957258461367610484,Papaya,55.0,2021-02-22,2021-02-28,60.0
guldasta,-7906434419713185929,Papaya,85.0,2021-02-22,2021-02-28,90.0
rahu,2957258461367610484,Tomato Big,45.0,2021-02-23,2021-03-01,50.0
jagdiesh,4105505874232099421,Tomato Big,45.0,2021-02-23,2021-03-01,50.0
vijayanta,4365782647811874623,Tomato Small,12.5,2021-02-23,2021-03-01,15.0
fakir,1247089047928546332,Tomato Small,22.5,2021-02-23,2021-03-01,25.0
pramal,-2691605640747198609,Tomato Small,22.5,2021-02-23,2021-03-01,25.0
shefali,-2298907791602927432,Tomato Small,26.0,2021-02-23,2021-03-01,28.0
santo,4612333139155000023,Potato Red,27.0,2021-02-23,2021-03-01,28.0
mercy,-5690939918981728182,Potato Red,25.0,2021-02-23,2021-03-01,26.0
guldasta,-7906434419713185929,Potato White,19.5,2021-02-23,2021-03-01,20.0
sawan,-6149529968967915582,Carrot,47.5,2021-02-23,2021-03-01,50.0
sanjeev,2699564478308651307,Carrot,42.5,2021-02-23,2021-03-01,45.0
monish,-2881186788928815126,Raddish Red,55.0,2021-02-23,2021-03-01,60.0
jasmen,-936895894803863828,Brinjal Long,45.0,2021-02-23,2021-03-01,50.0
aamina,-3709490872329022915,Okara,115.0,2021-02-23,2021-03-01,120.0
raisuddin,-1894351938747062086,Apple,190.0,2021-02-23,2021-03-01,200.0
monish,-2881186788928815126,Apple,275.0,2021-02-23,2021-03-01,300.0
jagdiesh,4105505874232099421,Banana,105.0,2021-02-23,2021-03-01,110.0
santo,4612333139155000023,Lime,145.0,2021-02-23,2021-03-01,150.0
shanta,2960310750304784655,Grapes,112.5,2021-02-23,2021-03-01,125.0
sanjeev,2699564478308651307,Grapes,212.5,2021-02-23,2021-03-01,225.0
haneef,5040385076877893978,Jack Fruit,85.0,2021-02-23,2021-03-01,90.0
rampayari,2968148604061203207,Papaya,55.0,2021-02-23,2021-03-01,60.0
guldasta,-7906434419713185929,Papaya,85.0,2021-02-23,2021-03-01,90.0
sanjeev,2699564478308651307,Tomato Big,45.0,2021-02-24,2021-03-02,50.0
anushka,-3763883785994142627,Tomato Big,45.0,2021-02-24,2021-03-02,50.0
pushpa,6250299447907893656,Tomato Small,17.5,2021-02-24,2021-03-02,20.0
guldasta,-7906434419713185929,Tomato Small,22.5,2021-02-24,2021-03-02,25.0
raisuddin,-1894351938747062086,Tomato Small,22.5,2021-02-24,2021-03-02,25.0
vijayanta,4365782647811874623,Potato Red,27.0,2021-02-24,2021-03-02,28.0
gulnaz,495265023589704168,Potato Red,25.0,2021-02-24,2021-03-02,26.0
mehnaz,-6840582954423772625,Potato White,19.5,2021-02-24,2021-03-02,20.0
fakir,1247089047928546332,Carrot,45.0,2021-02-24,2021-03-02,50.0
mehnaz,-6840582954423772625,Carrot,45.0,2021-02-24,2021-03-02,50.0
preetam,-2213805873980470021,Raddish Red,55.0,2021-02-24,2021-03-02,60.0
mehtab,-7306772913005020966,Brinjal Long,45.0,2021-02-24,2021-03-02,50.0
shefali,-2298907791602927432,Brocauli,65.0,2021-02-24,2021-03-02,70.0
pushpa,6250299447907893656,Apple,190.0,2021-02-24,2021-03-02,200.0
preetam,-2213805873980470021,Apple,265.0,2021-02-24,2021-03-02,280.0
jasmen,-936895894803863828,Banana,105.0,2021-02-24,2021-03-02,110.0
ramotar,-2173245710817273785,Lime,145.0,2021-02-24,2021-03-02,150.0
raisuddin,-1894351938747062086,Grapes,110.0,2021-02-24,2021-03-02,120.0
pramal,-2691605640747198609,Grapes,210.0,2021-02-24,2021-03-02,220.0
nakched,-4960447786618205247,Jack Fruit,85.0,2021-02-24,2021-03-02,90.0
aamina,-3709490872329022915,Papaya,55.0,2021-02-24,2021-03-02,60.0
shefali,-2298907791602927432,Papaya,85.0,2021-02-24,2021-03-02,90.0
rahu,2957258461367610484,Tomato Big,45.0,2021-02-25,2021-03-03,50.0
jasmen,-936895894803863828,Tomato Big,45.0,2021-02-25,2021-03-03,50.0
mehtab,-7306772913005020966,Tomato Small,17.5,2021-02-25,2021-03-03,20.0
rampayari,2968148604061203207,Tomato Small,17.5,2021-02-25,2021-03-03,20.0
shefali,-2298907791602927432,Tomato Small,17.5,2021-02-25,2021-03-03,20.0
gulnaz,495265023589704168,Potato Red,27.5,2021-02-25,2021-03-03,30.0
jagdiesh,4105505874232099421,Potato Red,25.0,2021-02-25,2021-03-03,26.0
rahu,2957258461367610484,Potato White,19.0,2021-02-25,2021-03-03,20.0
pramal,-2691605640747198609,Carrot,45.0,2021-02-25,2021-03-03,50.0
jasmen,-936895894803863828,Carrot,40.0,2021-02-25,2021-03-03,45.0
ramotar,-2173245710817273785,Raddish Red,55.0,2021-02-25,2021-03-03,60.0
sanjeev,2699564478308651307,Brinjal Long,55.0,2021-02-25,2021-03-03,60.0
divy,830602817135085407,Okara,130.0,2021-02-25,2021-03-03,140.0
pinky,-788253433629545359,Brocauli,65.0,2021-02-25,2021-03-03,70.0
anushka,-3763883785994142627,Apple,190.0,2021-02-25,2021-03-03,200.0
rajbir,-5254222139817084366,Apple,255.0,2021-02-25,2021-03-03,260.0
rajbir,-5254222139817084366,Banana,105.0,2021-02-25,2021-03-03,110.0
fakir,1247089047928546332,Lime,145.0,2021-02-25,2021-03-03,150.0
rampayari,2968148604061203207,Grapes,115.0,2021-02-25,2021-03-03,120.0
sawan,-6149529968967915582,Grapes,210.0,2021-02-25,2021-03-03,220.0
monish,-2881186788928815126,Jack Fruit,85.0,2021-02-25,2021-03-03,90.0
divy,830602817135085407,Papaya,55.0,2021-02-25,2021-03-03,60.0
guldasta,-7906434419713185929,Papaya,85.0,2021-02-25,2021-03-03,90.0
fakir,1247089047928546332,Tomato Big,45.0,2021-02-26,2021-03-04,50.0
rajbir,-5254222139817084366,Tomato Big,45.0,2021-02-26,2021-03-04,50.0
guldasta,-7906434419713185929,Tomato Small,17.5,2021-02-26,2021-03-04,20.0
rahu,2957258461367610484,Tomato Small,22.5,2021-02-26,2021-03-04,25.0
jagdiesh,4105505874232099421,Tomato Small,22.5,2021-02-26,2021-03-04,25.0
jasmen,-936895894803863828,Tomato Small,22.5,2021-02-26,2021-03-04,25.0
aamina,-3709490872329022915,Potato Red,27.5,2021-02-26,2021-03-04,30.0
guldasta,-7906434419713185929,Potato Red,25.0,2021-02-26,2021-03-04,26.0
santo,4612333139155000023,Potato White,17.5,2021-02-26,2021-03-04,18.0
gulnaz,495265023589704168,Carrot,45.0,2021-02-26,2021-03-04,50.0
pramal,-2691605640747198609,Carrot,35.0,2021-02-26,2021-03-04,40.0
raisuddin,-1894351938747062086,Raddish Red,55.0,2021-02-26,2021-03-04,60.0
rahu,2957258461367610484,Brinjal Long,45.0,2021-02-26,2021-03-04,50.0
preetam,-2213805873980470021,Okara,135.0,2021-02-26,2021-03-04,140.0
ramotar,-2173245710817273785,Brocauli,65.0,2021-02-26,2021-03-04,70.0
sanjeev,2699564478308651307,Apple,190.0,2021-02-26,2021-03-04,200.0
pramal,-2691605640747198609,Apple,260.0,2021-02-26,2021-03-04,270.0
rampayari,2968148604061203207,Banana,105.0,2021-02-26,2021-03-04,110.0
shanta,2960310750304784655,Lime,145.0,2021-02-26,2021-03-04,150.0
mercy,-5690939918981728182,Grapes,115.0,2021-02-26,2021-03-04,120.0
divy,830602817135085407,Grapes,215.0,2021-02-26,2021-03-04,220.0
patik,2723030288162985091,Jack Fruit,75.0,2021-02-26,2021-03-04,80.0
raisuddin,-1894351938747062086,Tomato Big,45.0,2021-02-27,2021-03-05,50.0
monish,-2881186788928815126,Tomato Big,45.0,2021-02-27,2021-03-05,50.0
monish,-2881186788928815126,Tomato Small,17.5,2021-02-27,2021-03-05,20.0
anushka,-3763883785994142627,Tomato Small,22.5,2021-02-27,2021-03-05,25.0
jagdiesh,4105505874232099421,Tomato Small,22.5,2021-02-27,2021-03-05,25.0
monish,-2881186788928815126,Tomato Small,22.5,2021-02-27,2021-03-05,25.0
mercy,-5690939918981728182,Potato Red,27.5,2021-02-27,2021-03-05,30.0
pramal,-2691605640747198609,Potato Red,25.0,2021-02-27,2021-03-05,26.0
pushpa,6250299447907893656,Potato White,17.5,2021-02-27,2021-03-05,18.0
monish,-2881186788928815126,Raddish Red,55.0,2021-02-27,2021-03-05,60.0
pushpa,6250299447907893656,Brinjal Long,55.0,2021-02-27,2021-03-05,60.0
aamina,-3709490872329022915,Okara,110.0,2021-02-27,2021-03-05,120.0
pushpa,6250299447907893656,Brocauli,65.0,2021-02-27,2021-03-05,70.0
patik,2723030288162985091,Apple,190.0,2021-02-27,2021-03-05,200.0
gulnaz,495265023589704168,Apple,260.0,2021-02-27,2021-03-05,270.0
aamina,-3709490872329022915,Banana,105.0,2021-02-27,2021-03-05,110.0
divy,830602817135085407,Lime,140.0,2021-02-27,2021-03-05,150.0
anushka,-3763883785994142627,Grapes,110.0,2021-02-27,2021-03-05,120.0
monish,-2881186788928815126,Grapes,210.0,2021-02-27,2021-03-05,220.0
pramal,-2691605640747198609,Jack Fruit,85.0,2021-02-27,2021-03-05,90.0
pramal,-2691605640747198609,Tomato Big,45.0,2021-02-28,2021-03-06,50.0
sanjeev,2699564478308651307,Tomato Big,45.0,2021-02-28,2021-03-06,50.0
sawan,-6149529968967915582,Tomato Small,17.5,2021-02-28,2021-03-06,20.0
rajbir,-5254222139817084366,Tomato Small,22.5,2021-02-28,2021-03-06,25.0
anushka,-3763883785994142627,Tomato Small,22.5,2021-02-28,2021-03-06,25.0
jasmen,-936895894803863828,Tomato Small,22.5,2021-02-28,2021-03-06,25.0
pramal,-2691605640747198609,Potato Red,27.5,2021-02-28,2021-03-06,30.0
gulnaz,495265023589704168,Potato Red,27.5,2021-02-28,2021-03-06,30.0
mehtab,-7306772913005020966,Potato White,19.0,2021-02-28,2021-03-06,20.0
preetam,-2213805873980470021,Carrot,47.5,2021-02-28,2021-03-06,50.0
gulnaz,495265023589704168,Carrot,37.5,2021-02-28,2021-03-06,40.0
guldasta,-7906434419713185929,Raddish Red,47.5,2021-02-28,2021-03-06,50.0
raisuddin,-1894351938747062086,Brinjal Long,47.5,2021-02-28,2021-03-06,50.0
monish,-2881186788928815126,Okara,135.0,2021-02-28,2021-03-06,140.0
mercy,-5690939918981728182,Brocauli,55.0,2021-02-28,2021-03-06,60.0
gulnaz,495265023589704168,Apple,190.0,2021-02-28,2021-03-06,200.0
nakched,-4960447786618205247,Apple,265.0,2021-02-28,2021-03-06,280.0
jasmen,-936895894803863828,Banana,105.0,2021-02-28,2021-03-06,110.0
preetam,-2213805873980470021,Lime,145.0,2021-02-28,2021-03-06,150.0
vijayanta,4365782647811874623,Grapes,115.0,2021-02-28,2021-03-06,120.0
mehtab,-7306772913005020966,Grapes,215.0,2021-02-28,2021-03-06,220.0
haneef,5040385076877893978,Jack Fruit,85.0,2021-02-28,2021-03-06,90.0
sawan,-6149529968967915582,Papaya,95.0,2021-02-28,2021-03-06,100.0
preetam,-2213805873980470021,Tomato Big,45.0,2021-03-01,2021-03-07,50.0
sanjeev,2699564478308651307,Tomato Big,45.0,2021-03-01,2021-03-07,50.0
sanjeev,2699564478308651307,Tomato Small,10.0,2021-03-01,2021-03-07,12.0
gulnaz,495265023589704168,Tomato Small,11.5,2021-03-01,2021-03-07,15.0
shanta,2960310750304784655,Tomato Small,14.0,2021-03-01,2021-03-07,16.0
nakched,-4960447786618205247,Tomato Small,14.0,2021-03-01,2021-03-07,16.0
rahu,2957258461367610484,Potato Red,27.5,2021-03-01,2021-03-07,30.0
ramotar,-2173245710817273785,Potato Red,25.0,2021-03-01,2021-03-07,26.0
mercy,-5690939918981728182,Potato White,18.5,2021-03-01,2021-03-07,19.0
monish,-2881186788928815126,Carrot,45.0,2021-03-01,2021-03-07,50.0
jagdiesh,4105505874232099421,Carrot,35.0,2021-03-01,2021-03-07,40.0
mercy,-5690939918981728182,Raddish Red,55.0,2021-03-01,2021-03-07,60.0
pinky,-788253433629545359,Brinjal Long,55.0,2021-03-01,2021-03-07,60.0
santo,4612333139155000023,Okara,115.0,2021-03-01,2021-03-07,120.0
mehnaz,-6840582954423772625,Brocauli,65.0,2021-03-01,2021-03-07,70.0
gulnaz,495265023589704168,Apple,190.0,2021-03-01,2021-03-07,200.0
gulnaz,495265023589704168,Apple,255.0,2021-03-01,2021-03-07,260.0
sawan,-6149529968967915582,Banana,105.0,2021-03-01,2021-03-07,110.0
patik,2723030288162985091,Lime,140.0,2021-03-01,2021-03-07,150.0
sawan,-6149529968967915582,Grapes,115.0,2021-03-01,2021-03-07,120.0
pushpa,6250299447907893656,Grapes,215.0,2021-03-01,2021-03-07,220.0
mercy,-5690939918981728182,Jack Fruit,85.0,2021-03-01,2021-03-07,90.0
aamina,-3709490872329022915,Papaya,55.0,2021-03-01,2021-03-07,60.0
aamina,-3709490872329022915,Papaya,110.0,2021-03-01,2021-03-07,120.0
sawan,-6149529968967915582,Tomato Big,45.0,2021-03-02,2021-03-08,50.0
divy,830602817135085407,Tomato Big,45.0,2021-03-02,2021-03-08,50.0
shanta,2960310750304784655,Tomato Small,12.5,2021-03-02,2021-03-08,15.0
jasmen,-936895894803863828,Tomato Small,12.5,2021-03-02,2021-03-08,15.0
shanta,2960310750304784655,Tomato Small,17.5,2021-03-02,2021-03-08,20.0
mehtab,-7306772913005020966,Tomato Small,17.5,2021-03-02,2021-03-08,20.0
haneef,5040385076877893978,Potato Red,27.5,2021-03-02,2021-03-08,30.0
nakched,-4960447786618205247,Potato Red,27.5,2021-03-02,2021-03-08,30.0
sawan,-6149529968967915582,Potato White,17.5,2021-03-02,2021-03-08,18.0
sanjeev,2699564478308651307,Carrot,45.0,2021-03-02,2021-03-08,50.0
monish,-2881186788928815126,Carrot,35.0,2021-03-02,2021-03-08,40.0
rajbir,-5254222139817084366,Raddish Red,55.0,2021-03-02,2021-03-08,60.0
shanta,2960310750304784655,Brinjal Long,55.0,2021-03-02,2021-03-08,60.0
pinky,-788253433629545359,Okara,115.0,2021-03-02,2021-03-08,120.0
divy,830602817135085407,Brocauli,65.0,2021-03-02,2021-03-08,70.0
jasmen,-936895894803863828,Apple,190.0,2021-03-02,2021-03-08,200.0
divy,830602817135085407,Apple,265.0,2021-03-02,2021-03-08,280.0
shanta,2960310750304784655,Banana,95.0,2021-03-02,2021-03-08,100.0
gulnaz,495265023589704168,Lime,140.0,2021-03-02,2021-03-08,150.0
santo,4612333139155000023,Grapes,110.0,2021-03-02,2021-03-08,120.0
divy,830602817135085407,Grapes,210.0,2021-03-02,2021-03-08,220.0
aamina,-3709490872329022915,Jack Fruit,85.0,2021-03-02,2021-03-08,90.0
ramotar,-2173245710817273785,Papaya,55.0,2021-03-02,2021-03-08,60.0
fakir,1247089047928546332,Papaya,105.0,2021-03-02,2021-03-08,110.0
anushka,-3763883785994142627,Tomato Big,45.0,2021-03-03,2021-03-09,50.0
mercy,-5690939918981728182,Tomato Big,45.0,2021-03-03,2021-03-09,50.0
mehtab,-7306772913005020966,Tomato Small,12.5,2021-03-03,2021-03-09,15.0
patik,2723030288162985091,Tomato Small,12.5,2021-03-03,2021-03-09,15.0
preetam,-2213805873980470021,Tomato Small,17.5,2021-03-03,2021-03-09,20.0
jasmen,-936895894803863828,Tomato Small,17.5,2021-03-03,2021-03-09,20.0
rajbir,-5254222139817084366,Potato Red,27.5,2021-03-03,2021-03-09,30.0
aamina,-3709490872329022915,Potato Red,27.5,2021-03-03,2021-03-09,30.0
rampayari,2968148604061203207,Potato White,17.5,2021-03-03,2021-03-09,18.0
gulnaz,495265023589704168,Carrot,45.0,2021-03-03,2021-03-09,50.0
rampayari,2968148604061203207,Carrot,35.0,2021-03-03,2021-03-09,40.0
fakir,1247089047928546332,Raddish Red,55.0,2021-03-03,2021-03-09,60.0
monish,-2881186788928815126,Brinjal Long,55.0,2021-03-03,2021-03-09,60.0
aamina,-3709490872329022915,Okara,115.0,2021-03-03,2021-03-09,120.0
mercy,-5690939918981728182,Brocauli,65.0,2021-03-03,2021-03-09,70.0
aamina,-3709490872329022915,Apple,190.0,2021-03-03,2021-03-09,200.0
jagdiesh,4105505874232099421,Apple,255.0,2021-03-03,2021-03-09,260.0
rahu,2957258461367610484,Banana,95.0,2021-03-03,2021-03-09,100.0
aamina,-3709490872329022915,Lime,145.0,2021-03-03,2021-03-09,150.0
shefali,-2298907791602927432,Grapes,110.0,2021-03-03,2021-03-09,120.0
jasmen,-936895894803863828,Grapes,210.0,2021-03-03,2021-03-09,220.0
pushpa,6250299447907893656,Jack Fruit,85.0,2021-03-03,2021-03-09,90.0
sawan,-6149529968967915582,Papaya,55.0,2021-03-03,2021-03-09,60.0
vijayanta,4365782647811874623,Papaya,95.0,2021-03-03,2021-03-09,100.0
divy,830602817135085407,Tomato Big,47.5,2021-03-05,2021-03-11,50.0
sanjeev,2699564478308651307,Tomato Small,13.5,2021-03-05,2021-03-11,15.0
preetam,-2213805873980470021,Tomato Small,17.5,2021-03-05,2021-03-11,20.0
pramal,-2691605640747198609,Tomato Small,17.5,2021-03-05,2021-03-11,20.0
divy,830602817135085407,Potato Red,27.5,2021-03-05,2021-03-11,30.0
mercy,-5690939918981728182,Potato Red,27.5,2021-03-05,2021-03-11,30.0
jagdiesh,4105505874232099421,Potato White,19.0,2021-03-05,2021-03-11,20.0
patik,2723030288162985091,Carrot,45.0,2021-03-05,2021-03-11,50.0
fakir,1247089047928546332,Carrot,35.0,2021-03-05,2021-03-11,40.0
anushka,-3763883785994142627,Raddish Red,65.0,2021-03-05,2021-03-11,70.0
sawan,-6149529968967915582,Brinjal Long,55.0,2021-03-05,2021-03-11,60.0
preetam,-2213805873980470021,Okara,105.0,2021-03-05,2021-03-11,110.0
raisuddin,-1894351938747062086,Brocauli,65.0,2021-03-05,2021-03-11,70.0
fakir,1247089047928546332,Apple,190.0,2021-03-05,2021-03-11,200.0
fakir,1247089047928546332,Apple,265.0,2021-03-05,2021-03-11,280.0
pinky,-788253433629545359,Banana,95.0,2021-03-05,2021-03-11,100.0
jasmen,-936895894803863828,Lime,145.0,2021-03-05,2021-03-11,150.0
pinky,-788253433629545359,Grapes,110.0,2021-03-05,2021-03-11,120.0
aamina,-3709490872329022915,Grapes,210.0,2021-03-05,2021-03-11,220.0
raisuddin,-1894351938747062086,Jack Fruit,85.0,2021-03-05,2021-03-11,90.0
mehnaz,-6840582954423772625,Papaya,55.0,2021-03-05,2021-03-11,60.0
raisuddin,-1894351938747062086,Papaya,85.0,2021-03-05,2021-03-11,90.0
rampayari,2968148604061203207,Tomato Big,45.0,2021-03-06,2021-03-12,50.0
ramotar,-2173245710817273785,Tomato Small,17.5,2021-03-06,2021-03-12,20.0
mehtab,-7306772913005020966,Tomato Small,17.5,2021-03-06,2021-03-12,20.0
mehtab,-7306772913005020966,Tomato Small,17.5,2021-03-06,2021-03-12,20.0
pramal,-2691605640747198609,Tomato Small,17.5,2021-03-06,2021-03-12,20.0
sanjeev,2699564478308651307,Potato Red,27.5,2021-03-06,2021-03-12,30.0
mehtab,-7306772913005020966,Potato Red,27.5,2021-03-06,2021-03-12,30.0
pramal,-2691605640747198609,Carrot,45.0,2021-03-06,2021-03-12,50.0
divy,830602817135085407,Carrot,40.0,2021-03-06,2021-03-12,45.0
rajbir,-5254222139817084366,Raddish Red,65.0,2021-03-06,2021-03-12,70.0
mehnaz,-6840582954423772625,Brinjal Long,55.0,2021-03-06,2021-03-12,60.0
gulnaz,495265023589704168,Okara,105.0,2021-03-06,2021-03-12,110.0
aamina,-3709490872329022915,Brocauli,75.0,2021-03-06,2021-03-12,80.0
pramal,-2691605640747198609,Apple,190.0,2021-03-06,2021-03-12,200.0
anushka,-3763883785994142627,Apple,260.0,2021-03-06,2021-03-12,270.0
aamina,-3709490872329022915,Banana,95.0,2021-03-06,2021-03-12,100.0
jasmen,-936895894803863828,Lime,155.0,2021-03-06,2021-03-12,160.0
santo,4612333139155000023,Grapes,110.0,2021-03-06,2021-03-12,120.0
rajbir,-5254222139817084366,Grapes,225.0,2021-03-06,2021-03-12,250.0
pramal,-2691605640747198609,Jack Fruit,85.0,2021-03-06,2021-03-12,90.0
nakched,-4960447786618205247,Papaya,55.0,2021-03-06,2021-03-12,60.0
anushka,-3763883785994142627,Papaya,85.0,2021-03-06,2021-03-12,90.0
santo,4612333139155000023,Tomato Big,45.0,2021-03-07,2021-03-13,50.0
aamina,-3709490872329022915,Tomato Big,45.0,2021-03-07,2021-03-13,50.0
mercy,-5690939918981728182,Tomato Small,17.5,2021-03-07,2021-03-13,20.0
gulnaz,495265023589704168,Tomato Small,17.5,2021-03-07,2021-03-13,20.0
mehnaz,-6840582954423772625,Tomato Small,22.5,2021-03-07,2021-03-13,25.0
shanta,2960310750304784655,Tomato Small,17.5,2021-03-07,2021-03-13,20.0
pramal,-2691605640747198609,Potato Red,27.5,2021-03-07,2021-03-13,30.0
rajbir,-5254222139817084366,Potato Red,24.0,2021-03-07,2021-03-13,25.0
mehnaz,-6840582954423772625,Carrot,42.5,2021-03-07,2021-03-13,45.0
rampayari,2968148604061203207,Carrot,37.5,2021-03-07,2021-03-13,40.0
ramotar,-2173245710817273785,Raddish Red,55.0,2021-03-07,2021-03-13,60.0
mercy,-5690939918981728182,Brinjal Long,55.0,2021-03-07,2021-03-13,60.0
anushka,-3763883785994142627,Okara,105.0,2021-03-07,2021-03-13,110.0
pramal,-2691605640747198609,Brocauli,55.0,2021-03-07,2021-03-13,60.0
mehtab,-7306772913005020966,Apple,190.0,2021-03-07,2021-03-13,200.0
monish,-2881186788928815126,Apple,260.0,2021-03-07,2021-03-13,270.0
mercy,-5690939918981728182,Banana,95.0,2021-03-07,2021-03-13,100.0
patik,2723030288162985091,Lime,155.0,2021-03-07,2021-03-13,160.0
jasmen,-936895894803863828,Grapes,110.0,2021-03-07,2021-03-13,120.0
jasmen,-936895894803863828,Grapes,240.0,2021-03-07,2021-03-13,250.0
haneef,5040385076877893978,Jack Fruit,85.0,2021-03-07,2021-03-13,90.0
monish,-2881186788928815126,Papaya,55.0,2021-03-07,2021-03-13,60.0
anushka,-3763883785994142627,Papaya,85.0,2021-03-07,2021-03-13,90.0
rahu,2957258461367610484,Tomato Big,55.0,2021-03-08,2021-03-14,60.0
sanjeev,2699564478308651307,Tomato Small,12.5,2021-03-08,2021-03-14,15.0
pinky,-788253433629545359,Tomato Small,11.5,2021-03-08,2021-03-14,15.0
pushpa,6250299447907893656,Tomato Small,19.0,2021-03-08,2021-03-14,20.0
gulnaz,495265023589704168,Tomato Small,19.0,2021-03-08,2021-03-14,20.0
jagdiesh,4105505874232099421,Potato Red,27.5,2021-03-08,2021-03-14,30.0
pinky,-788253433629545359,Potato Red,27.5,2021-03-08,2021-03-14,30.0
monish,-2881186788928815126,Potato White,19.0,2021-03-08,2021-03-14,20.0
anushka,-3763883785994142627,Carrot,45.0,2021-03-08,2021-03-14,50.0
